"funs","pkgs","in_multiple_pkgs","relative_paths","absolute_paths"
"library","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"font_add_google","sysfonts",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"font_add_google","sysfonts",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"showtext_auto","showtext",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"read_csv","readr",TRUE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"read_csv","readr",TRUE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"pivot_longer","tidyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"pivot_longer","tidyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"full_join","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"mutate","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"drop_na","tidyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"group_by","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"slice_max","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"map_data","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"sort","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unique","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"sort","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unique","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"mutate","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"recode","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"ungroup","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"left_join","dplyr",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"filter","dplyr",TRUE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"gg_record","camcorder",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"file.path","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"ggplot","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"aes","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"log10","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"geom_map","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"scale_y_continuous","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"scale_fill_gradientn","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"met.brewer","MetBrewer",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"facet_wrap","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"labs","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"str_wrap_break","(unknown)",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"guides","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"guide_colourbar","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"theme_void","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"theme","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"margin","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_rect","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_text","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unit","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"unit","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"c","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"element_blank","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"margin","ggplot",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"gg_playback","camcorder",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"file.path","base",FALSE,"2023/2023-01-03/20230103.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-03/20230103.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"font_add_google","sysfonts",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"font_add_google","sysfonts",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"showtext_auto","showtext",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"read_csv","readr",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"read_csv","readr",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"group_by","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mutate","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mean","terra",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"distinct","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ungroup","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"drop_na","tidyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"st_as_sf","sf",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"map","maps",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"subset","terra",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"grepl","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"st_bbox","sf",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"owin","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ppp","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"idw","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"as.data.frame.im","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"as_tibble","dplyr",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"rast","terra",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"crop","terra",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"vect","terra",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"mask","terra",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"vect","terra",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"separate","tidyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"filter","dplyr",TRUE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"select","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"distinct","dplyr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"gg_record","camcorder",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"file.path","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"ggplot","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_spatraster","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_point","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"aes","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"geom_sf","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"scale_fill_viridis_c","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"annotate","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"str_wrap","stringr",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"coord_sf","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"facet_wrap","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"labs","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"str_wrap_break","(unknown)",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"guides","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"guide_colourbar","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"theme_void","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"theme","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"margin","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_rect","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_text","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"unit","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"unit","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"c","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"element_blank","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"margin","ggplot",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"gg_playback","camcorder",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"file.path","base",FALSE,"2023/2023-01-10/20230110.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-10/20230110.R"
"library","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"library","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"font_add_google","sysfonts",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"showtext_auto","showtext",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"read_csv","readr",TRUE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"select","dplyr",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"group_by","dplyr",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"summarise","dplyr",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"mean","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"gg_record","camcorder",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"file.path","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"ggplot","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_rect","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"data.frame","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_rect","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"sqrt","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"geom_text","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"aes","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"paste0","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"round","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"facet_wrap","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"scale_x_continuous","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"c","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"scale_y_continuous","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"c","base",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"coord_cartesian","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"labs","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"str_wrap","stringr",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"theme","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_rect","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
"element_rect","ggplot",FALSE,"2023/2023-01-17/20230117.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-01-17/20230117.R"
