"funs","pkgs","in_multiple_pkgs","relative_paths","absolute_paths"
"factor","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"factor","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"geom_segment","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"aes","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"geom_sankey_bump","(unknown)",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"scale_fill_manual","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"scale_x_continuous","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"seq","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"expansion","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"scale_y_continuous","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"expansion","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"labs","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"theme_minimal","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"theme","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_markdown","ggtext",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"unit","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"margin","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"unit","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"c","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_text","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_blank","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_rect","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"element_rect","ggplot",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"gg_playback","camcorder",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"file.path","base",FALSE,"2023/2023-02-07/20230207.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-07/20230207.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"font_add_google","sysfonts",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"font_add_google","sysfonts",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"showtext_auto","showtext",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"read_csv","readr",TRUE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"mutate","dplyr",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"case_when","dplyr",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"select","dplyr",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gg_record","camcorder",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"file.path","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"glue","glue",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"ggplot","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"aes","gghighlight",TRUE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_point","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"alpha","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_smooth","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labs","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme_minimal","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"ggplot","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"aes","gghighlight",TRUE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"geom_point","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"alpha","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gghighlight","gghighlight",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"facet_wrap","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labeller","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"label_wrap_gen","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"labs","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme_minimal","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"plot_annotation","patchwork",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"theme","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_markdown","ggtext",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"unit","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"margin","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"unit","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"c","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"gg_playback","camcorder",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"file.path","base",FALSE,"2023/2023-02-14/20230214.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"filter","dplyr",TRUE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"gg_record","camcorder",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"file.path","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"mutate","dplyr",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"case_when","dplyr",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"select","dplyr",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"ggplot","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"aes","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"geom_point","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"alpha","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"geom_point","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"filter","dplyr",TRUE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"alpha","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"facet_wrap","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"labeller","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"label_wrap_gen","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"labs","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme_minimal","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_markdown","ggtext",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"margin","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"margin","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_text","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"unit","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_blank","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"readPNG","png",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"inset_element","patchwork",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"theme","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"element_rect","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"gg_playback","camcorder",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"file.path","base",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"ggsave","ggplot",FALSE,"2023/2023-02-14/20230214_love_actually.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-14/20230214_love_actually.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"library","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"font_add_google","sysfonts",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"font_add_google","sysfonts",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"showtext_auto","showtext",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"read_csv","readr",TRUE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"select","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"distinct","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_remove_all","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"strsplit","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"strsplit","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"unnest","tidyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"c","base",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"distinct","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"mutate","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"str_trim","stringr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
"select","dplyr",FALSE,"2023/2023-02-21/20230221.R","https://raw.githubusercontent.com/nrennie/tidytuesday/main/2023/2023-02-21/20230221.R"
